ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
tapayuna-194_good-1,,tapayuna,194_good,w̃ e t/i,w̃ e t/i,,,,758,,,
parkateje-194_good-1,,parkateje,194_good,p e j,p e j,,,,758,,,
canelakraho-194_good-1,,canelakraho,194_good,p e j,p e j,,,,758,,,
gaviaopyhcopji-194_good-1,,gaviaopyhcopji,194_good,p e s,p e s,,,,758,,,
mebengokre-914_killplural-2,,mebengokre,914_killplural,ñ ĩ m e c,ñ ĩ m e c,,,,948,,,
apinaye-914_killplural-1,,apinaye,914_killplural,ñ ĩ m/b e c,ñ ĩ m/b e c,,,,948,,,
kisedje-636_stop-1,,kisedje,636_stop,ñ ĩ m/b e t/i,ñ ĩ m/b e t/i,,,,1695,,,
kisedje-710_finish-3,,kisedje,710_finish,ñ ĩ m/b e t/i,ñ ĩ m/b e t/i,,,,656,,,
parkateje-914_killplural-1,,parkateje,914_killplural,j i p e j,j i p e j,,,,948,,,
canelakraho-914_killplural-1,,canelakraho,914_killplural,j i p e j,j i p e j,,,,948,,,
gaviaopyhcopji-914_killplural-1,,gaviaopyhcopji,914_killplural,j ẽ̤ p e s,j ẽ̤ p e s,,,,948,,,
mebengokre-220_honey-1,,mebengokre,220_honey,m e ñ,m e ñ,,,,858,,,
apinaye-220_honey-1,,apinaye,220_honey,m/b e ñ,m/b e ñ,,,,858,,,
kisedje-220_honey-1,,kisedje,220_honey,m/b e n,m/b e n,,,,858,,,
tapayuna-220_honey-1,,tapayuna,220_honey,w̃ e j,w̃ e j,,,,858,,,
parkateje-220_honey-1,,parkateje,220_honey,p e n,p e n,,,,858,,,
canelakraho-220_honey-1,,canelakraho,220_honey,p e n,p e n,,,,858,,,
gaviaopyhcopji-220_honey-1,,gaviaopyhcopji,220_honey,p e n,p e n,,,,858,,,
mebengokre-1510_people-1,,mebengokre,1510_people,m ẽ,m ẽ,,,,1276,,,
apinaye-1510_people-1,,apinaye,1510_people,m ẽ,m ẽ,,,,1276,,,
kisedje-1510_people-1,,kisedje,1510_people,m ẽ,m ẽ,,,,1276,,,
tapayuna-1510_people-1,,tapayuna,1510_people,w̃ ẽ,w̃ ẽ,,,,1276,,,
parkateje-1510_people-1,,parkateje,1510_people,m ẽ,m ẽ,,,,1276,,,
canelakraho-1510_people-1,,canelakraho,1510_people,m ẽ,m ẽ,,,,1276,,,
gaviaopyhcopji-1510_people-1,,gaviaopyhcopji,1510_people,m ẽ,m ẽ,,,,1276,,,
mebengokre-446_throw-2,,mebengokre,446_throw,m ẽ,m ẽ,,,,1794,,,
mebengokre-446_throw-3,,mebengokre,446_throw,m ẽ ñ,m ẽ ñ,,,,1794,,,
apinaye-446_throw-5,,apinaye,446_throw,m ẽ,m ẽ,,,,1794,,,
apinaye-446_throw-6,,apinaye,446_throw,m ẽ ñ,m ẽ ñ,,,,1794,,,
kisedje-446_throw-3,,kisedje,446_throw,m ẽ,m ẽ,,,,1794,,,
kisedje-446_throw-4,,kisedje,446_throw,m ẽ n,m ẽ n,,,,1794,,,
tapayuna-446_throw-1,,tapayuna,446_throw,w̃ ẽ,w̃ ẽ,,,,1795,,,
tapayuna-446_throw-2,,tapayuna,446_throw,w̃ ẽ j,w̃ ẽ j,,,,1795,,,
parkateje-446_throw-1,,parkateje,446_throw,m ẽ,m ẽ,,,,1794,,,
parkateje-446_throw-2,,parkateje,446_throw,m ẽ n,m ẽ n,,,,1794,,,
canelakraho-446_throw-2,,canelakraho,446_throw,m ẽ,m ẽ,,,,1794,,,
canelakraho-446_throw-3,,canelakraho,446_throw,m ẽ n,m ẽ n,,,,1794,,,
gaviaopyhcopji-446_throw-2,,gaviaopyhcopji,446_throw,m ẽː,m ẽː,,,,1794,,,
gaviaopyhcopji-446_throw-3,,gaviaopyhcopji,446_throw,mẽ n,mẽ n,,,,1794,,,
mebengokre-347_push-1,,mebengokre,347_push,k a m ẽ,k a m ẽ,,,,1363,,,
mebengokre-347_push-2,,mebengokre,347_push,k a m ẽ ñ,k a m ẽ ñ,,,,1363,,,
apinaye-309_oar-1,,apinaye,309_oar,ŋ/g ô + k a m ẽ ñ + c ə,ŋ/g ô + k a m ẽ ñ + c ə,,,,1188,,,
kisedje-347_push-1,,kisedje,347_push,k a m ẽ,k a m ẽ,,,,1363,,,
parkateje-347_push-1,,parkateje,347_push,k a m ẽ,k a m ẽ,,,,1363,,,
parkateje-347_push-2,,parkateje,347_push,k a m ẽ n,k a m ẽ n,,,,1363,,,
canelakraho-347_push-1,,canelakraho,347_push,k a m ẽ,k a m ẽ,,,,1363,,,
canelakraho-347_push-2,,canelakraho,347_push,k a m ẽ n,k a m ẽ n,,,,1363,,,
gaviaopyhcopji-347_push-1,,gaviaopyhcopji,347_push,k a m ẽː,k a m ẽː,,,,1363,,,
gaviaopyhcopji-347_push-2,,gaviaopyhcopji,347_push,k a m ẽ n,k a m ẽ n,,,,1363,,,
mebengokre-529_liquid-1,,mebengokre,529_liquid,m ê,m ê,,,,1011,,,
apinaye-529_liquid-1,,apinaye,529_liquid,m/b ê,m/b ê,,,,1011,,,
kisedje-529_liquid-1,,kisedje,529_liquid,m/b ê,m/b ê,,,,1011,,,
canelakraho-529_liquid-1,,canelakraho,529_liquid,p ê,p ê,,,,1011,,,
mebengokre-1396_drop-1,,mebengokre,1396_drop,m ê,m ê,,,,537,,,
apinaye-1396_drop-1,,apinaye,1396_drop,m/b ê,m/b ê,,,,537,,,
kisedje-1396_drop-1,,kisedje,1396_drop,m/b ê,m/b ê,,,,537,,,
canelakraho-1396_drop-1,,canelakraho,1396_drop,p ê,p ê,,,,537,,,
mebengokre-1241_oil-1,,mebengokre,1241_oil,m ê,m ê,,,,1191,,,
apinaye-1241_oil-1,,apinaye,1241_oil,m/b ê,m/b ê,,,,1191,,,
kisedje-1241_oil-1,,kisedje,1241_oil,m/b ê,m/b ê,,,,1191,,,
canelakraho-1241_oil-1,,canelakraho,1241_oil,p ê,p ê,,,,1191,,,
gaviaopyhcopji-1139_grease-1,,gaviaopyhcopji,1139_grease,p iː,p iː,,,,777,,,
mebengokre-1517_abacaba-1,,mebengokre,1517_abacaba,k a m ê r,k a m ê r,,,,14,,,
apinaye-1517_abacaba-1,,apinaye,1517_abacaba,k a m/b ê r,k a m/b ê r,,,,14,,,
kisedje-1517_abacaba-1,,kisedje,1517_abacaba,k a m/b ê r,k a m/b ê r,,,,14,,,
parkateje-1517_abacaba-1,,parkateje,1517_abacaba,k a p ê r,k a p ê r,,,,14,,,
canelakraho-1517_abacaba-1,,canelakraho,1517_abacaba,k a p ê r,k a p ê r,,,,14,,,
gaviaopyhcopji-1517_abacaba-1,,gaviaopyhcopji,1517_abacaba,k aː p i r,k aː p i r,,,,14,,,
mebengokre-231_husband-1,,mebengokre,231_husband,m j ê n,m j ê n,,,,885,,,
apinaye-231_husband-1,,apinaye,231_husband,m/b z ê n,m/b z ê n,,,,884,,,
kisedje-231_husband-1,,kisedje,231_husband,m j ê n,m j ê n,,,,885,,,
tapayuna-231_husband-1,,tapayuna,231_husband,n ĵ ê t,n ĵ ê t,,,,888,,,
parkateje-231_husband-1,,parkateje,231_husband,p j ê n,p j ê n,,,,885,,,
canelakraho-231_husband-1,,canelakraho,231_husband,p j ê n,p j ê n,,,,885,,,
gaviaopyhcopji-231_husband-1,,gaviaopyhcopji,231_husband,p j i n,p j i n,,,,885,,,
mebengokre-1354_alligator-1,,mebengokre,1354_alligator,m ĩ,m ĩ,,,,41,,,
apinaye-1354_alligator-1,,apinaye,1354_alligator,m ĩ + t i,m ĩ + t i,,,,41,,,
kisedje-1354_alligator-1,,kisedje,1354_alligator,m ĩ + c i,m ĩ + c i,,,,41,,,
tapayuna-1354_alligator-1,,tapayuna,1354_alligator,w̃ ĩ,w̃ ĩ,,,,41,,,
parkateje-1354_alligator-1,,parkateje,1354_alligator,m ĩ + r e,m ĩ + r e,,,,41,,,
parkateje-1354_alligator-2,,parkateje,1354_alligator,m ĩ + t i,m ĩ + t i,,,,41,,,
canelakraho-1354_alligator-1,,canelakraho,1354_alligator,m ĩ,m ĩ,,,,41,,,
gaviaopyhcopji-1354_alligator-1,,gaviaopyhcopji,1354_alligator,m ẽ̤,m ẽ̤,,,,41,,,
mebengokre-589_coverwithdirt-1,,mebengokre,589_coverwithdirt,a + m ĩ,a + m ĩ,,,,414,,,
mebengokre-589_coverwithdirt-2,,mebengokre,589_coverwithdirt,ĵ ə + m ĩ n,ĵ ə + m ĩ n,,,,414,,,
apinaye-589_coverwithdirt-1,,apinaye,589_coverwithdirt,a + m ĩ,a + m ĩ,,,,414,,,
kisedje-589_coverwithdirt-1,,kisedje,589_coverwithdirt,t ə m ĩ,t ə m ĩ,,,,415,,,
kisedje-589_coverwithdirt-2,,kisedje,589_coverwithdirt,t ə m ĩ r,t ə m ĩ r,,,,415,,,
parkateje-589_coverwithdirt-1,,parkateje,589_coverwithdirt,j ə m ĩ,j ə m ĩ,,,,415,,,
parkateje-589_coverwithdirt-2,,parkateje,589_coverwithdirt,j ə m ĩ r,j ə m ĩ r,,,,415,,,
canelakraho-589_coverwithdirt-1,,canelakraho,589_coverwithdirt,j ə m ĩ,j ə m ĩ,,,,415,,,
canelakraho-589_coverwithdirt-2,,canelakraho,589_coverwithdirt,j ə m ĩ r,j ə m ĩ r,,,,415,,,
gaviaopyhcopji-589_coverwithdirt-1,,gaviaopyhcopji,589_coverwithdirt,j əː m ẽ̤,j əː m ẽ̤,,,,415,,,
gaviaopyhcopji-589_coverwithdirt-2,,gaviaopyhcopji,589_coverwithdirt,j əː m ẽ̤ r,j əː m ẽ̤ r,,,,415,,,
apinaye-1475_bakeintheearth-1,,apinaye,1475_bakeintheearth,c u + m ĩ,c u + m ĩ,,,,124,,,
apinaye-1475_bakeintheearth-2,,apinaye,1475_bakeintheearth,c u + m ĩ r,c u + m ĩ r,,,,124,,,
gaviaopyhcopji-1475_bakeintheearth-1,,gaviaopyhcopji,1475_bakeintheearth,j õː m ẽ̤,j õː m ẽ̤,,,,125,,,
apinaye-775_wakeup-1,,apinaye,775_wakeup,m/b r a,m/b r a,,,,1905,,,
apinaye-775_wakeup-2,,apinaye,775_wakeup,m/b r a r,m/b r a r,,,,1905,,,
parkateje-775_wakeup-1,,parkateje,775_wakeup,a + m/p r a,a + m/p r a,,,,1905,,,
parkateje-775_wakeup-2,,parkateje,775_wakeup,a j + p i + m/p r a r,a j + p i + m/p r a r,,,,1905,,,
canelakraho-775_wakeup-1,,canelakraho,775_wakeup,a + m/p r a,a + m/p r a,,,,1905,,,
canelakraho-775_wakeup-2,,canelakraho,775_wakeup,p ĩ + m/p r a r,p ĩ + m/p r a r,,,,1905,,,
gaviaopyhcopji-775_wakeup-1,,gaviaopyhcopji,775_wakeup,a + m/p r aː,a + m/p r aː,,,,1905,,,
gaviaopyhcopji-775_wakeup-2,,gaviaopyhcopji,775_wakeup,p ẽ̤ + m/p r aː,p ẽ̤ + m/p r aː,,,,1905,,,
mebengokre-1057_walksingular-1,,mebengokre,1057_walksingular,m r ã,m r ã,,,,1907,,,
mebengokre-1057_walksingular-2,,mebengokre,1057_walksingular,m r ã ñ,m r ã ñ,,,,1907,,,
apinaye-1057_walksingular-1,,apinaye,1057_walksingular,m/b r a,m/b r a,,,,1907,,,
apinaye-1057_walksingular-2,,apinaye,1057_walksingular,m/b r a r,m/b r a r,,,,1907,,,
kisedje-1057_walksingular-1,,kisedje,1057_walksingular,m/b r a,m/b r a,,,,1907,,,
kisedje-1057_walksingular-2,,kisedje,1057_walksingular,m/b r a j,m/b r a j,,,,1907,,,
tapayuna-1057_walksingular-1,,tapayuna,1057_walksingular,n r a,n r a,,,,1907,,,
parkateje-1057_walksingular-1,,parkateje,1057_walksingular,p r a,p r a,,,,1907,,,
parkateje-1057_walksingular-2,,parkateje,1057_walksingular,p r a r,p r a r,,,,1907,,,
canelakraho-1057_walksingular-1,,canelakraho,1057_walksingular,p r a,p r a,,,,1907,,,
canelakraho-1057_walksingular-2,,canelakraho,1057_walksingular,p r a r,p r a r,,,,1907,,,
gaviaopyhcopji-1057_walksingular-1,,gaviaopyhcopji,1057_walksingular,p r aː,p r aː,,,,1907,,,
mebengokre-1164_scream-1,,mebengokre,1164_scream,a + m r a,a + m r a,,,,1480,,,
mebengokre-1164_scream-2,,mebengokre,1164_scream,ĵ ə + m r a ñ,ĵ ə + m r a ñ,,,,1480,,,
apinaye-1164_scream-1,,apinaye,1164_scream,a + m ỹ r a,a + m ỹ r a,,,,1480,,,
apinaye-1164_scream-2,,apinaye,1164_scream,c ə + m/b r a,c ə + m/b r a,,,,1480,,,
kisedje-1164_scream-1,,kisedje,1164_scream,a + m/b r a,a + m/b r a,,,,1480,,,
kisedje-1164_scream-2,,kisedje,1164_scream,t ə + m/b r a,t ə + m/b r a,,,,1480,,,
parkateje-1164_scream-1,,parkateje,1164_scream,m r ã,m r ã,,,,1480,,,
parkateje-1164_scream-2,,parkateje,1164_scream,m r ã r,m r ã r,,,,1480,,,
canelakraho-111_cry-1,,canelakraho,111_cry,a + m r ã,a + m r ã,,,,436,,,
canelakraho-1164_scream-1,,canelakraho,1164_scream,k w ə̂ r,k w ə̂ r,,,,1481,,,
gaviaopyhcopji-1164_scream-1,,gaviaopyhcopji,1164_scream,aː + m r ã,aː + m r ã,,,,1480,,,
gaviaopyhcopji-1164_scream-2,,gaviaopyhcopji,1164_scream,k w y r,k w y r,,,,1481,,,
mebengokre-785_showersomeone-1,,mebengokre,785_showersomeone,k u m r ə̃,k u m r ə̃,,,,1543,,,
mebengokre-785_showersomeone-2,,mebengokre,785_showersomeone,k u m r ə̃,k u m r ə̃,,,,1543,,,
apinaye-785_showersomeone-1,,apinaye,785_showersomeone,k u m r ə̃,k u m r ə̃,,,,1543,,,
apinaye-785_showersomeone-2,,apinaye,785_showersomeone,k u m r ə̃ r,k u m r ə̃ r,,,,1543,,,
kisedje-785_showersomeone-1,,kisedje,785_showersomeone,k u m b r ə̃,k u m b r ə̃,,,,1543,,,
kisedje-785_showersomeone-2,,kisedje,785_showersomeone,k u m ə̃ r,k u m ə̃ r,,,,1543,,,
parkateje-785_showersomeone-1,,parkateje,785_showersomeone,k u m r ə̃,k u m r ə̃,,,,1543,,,
parkateje-785_showersomeone-2,,parkateje,785_showersomeone,k u m r ə̃ r,k u m r ə̃ r,,,,1543,,,
canelakraho-785_showersomeone-1,,canelakraho,785_showersomeone,k u m r ə̃,k u m r ə̃,,,,1543,,,
canelakraho-785_showersomeone-2,,canelakraho,785_showersomeone,k u m r ə̃ r,k u m r ə̃ r,,,,1543,,,
gaviaopyhcopji-785_showersomeone-1,,gaviaopyhcopji,785_showersomeone,k o̤ m r ə̃,k o̤ m r ə̃,,,,1543,,,
gaviaopyhcopji-785_showersomeone-2,,gaviaopyhcopji,785_showersomeone,k o̤ m r ə,k o̤ m r ə,,,,1543,,,
mebengokre-1311_hunting-1,,mebengokre,1311_hunting,m r y,m r y,,,,882,,,
apinaye-1311_hunting-1,,apinaye,1311_hunting,m/b r y,m/b r y,,,,882,,,
kisedje-1311_hunting-1,,kisedje,1311_hunting,m/b r y,m/b r y,,,,882,,,
tapayuna-1311_hunting-1,,tapayuna,1311_hunting,n r y,n r y,,,,882,,,
parkateje-1311_hunting-1,,parkateje,1311_hunting,p r y,p r y,,,,882,,,
canelakraho-1311_hunting-1,,canelakraho,1311_hunting,p r y,p r y,,,,882,,,
gaviaopyhcopji-1311_hunting-1,,gaviaopyhcopji,1311_hunting,p r ə̤ː + r e,p r ə̤ː + r e,,,,882,,,
mebengokre-1177_gray-1,,mebengokre,1177_gray,m r o,m r o,,,,776,,,
apinaye-1177_gray-1,,apinaye,1177_gray,m/b r o,m/b r o,,,,776,,,
kisedje-1177_gray-1,,kisedje,1177_gray,m/b r o,m/b r o,,,,776,,,
parkateje-1177_gray-1,,parkateje,1177_gray,p r o,p r o,,,,776,,,
canelakraho-1177_gray-1,,canelakraho,1177_gray,p r o,p r o,,,,776,,,
gaviaopyhcopji-1177_gray-1,,gaviaopyhcopji,1177_gray,p r o,p r o,,,,776,,,
mebengokre-1441_dive-1,,mebengokre,1441_dive,m r õ,m r õ,,,,510,,,
apinaye-1441_dive-1,,apinaye,1441_dive,m r õ,m r õ,,,,510,,,
kisedje-1441_dive-1,,kisedje,1441_dive,m r õ,m r õ,,,,510,,,
parkateje-1115_porridge-1,,parkateje,1115_porridge,j õ + m r õ,j õ + m r õ,,,,1329,,,
canelakraho-1441_dive-1,,canelakraho,1441_dive,m r õ,m r õ,,,,510,,,
canelakraho-1441_dive-2,,canelakraho,1441_dive,m r õ r,m r õ r,,,,510,,,
mebengokre-667_genipapfruit-1,,mebengokre,667_genipapfruit,m r ô + t i,m r ô + t i,,,,722,,,
apinaye-667_genipapfruit-1,,apinaye,667_genipapfruit,m/b r ô + t i,m/b r ô + t i,,,,722,,,
kisedje-667_genipapfruit-1,,kisedje,667_genipapfruit,m/b r ô + c i,m/b r ô + c i,,,,722,,,
tapayuna-667_genipapfruit-1,,tapayuna,667_genipapfruit,n r ô + c i,n r ô + c i,,,,722,,,
parkateje-667_genipapfruit-1,,parkateje,667_genipapfruit,p ô r + t i,p ô r + t i,,,,722,,,
canelakraho-667_genipapfruit-1,,canelakraho,667_genipapfruit,p ô r + t i,p ô r + t i,,,,722,,,
canelakraho-667_genipapfruit-2,,canelakraho,667_genipapfruit,p r ô r ô + t i,p r ô r ô + t i,,,,722,,,
gaviaopyhcopji-667_genipapfruit-1,,gaviaopyhcopji,667_genipapfruit,p r u + t e̤,p r u + t e̤,,,,722,,,
mebengokre-56_blood-1,,mebengokre,56_blood,k a m r ô,k a m r ô,,,,216,,,
apinaye-56_blood-1,,apinaye,56_blood,k a m/b r ô,k a m/b r ô,,,,216,,,
kisedje-56_blood-1,,kisedje,56_blood,k a m/b r ô,k a m/b r ô,,,,216,,,
tapayuna-56_blood-1,,tapayuna,56_blood,k a n r ô,k a n r ô,,,,216,,,
parkateje-56_blood-1,,parkateje,56_blood,k a p r ô,k a p r ô,,,,216,,,
canelakraho-56_blood-1,,canelakraho,56_blood,k a p r ô,k a p r ô,,,,216,,,
gaviaopyhcopji-56_blood-1,,gaviaopyhcopji,56_blood,k a p r uː,k a p r uː,,,,216,,,
mebengokre-1236_foam-1,,mebengokre,1236_foam,j a m r ô,j a m r ô,,,,689,,,
apinaye-1236_foam-1,,apinaye,1236_foam,j a m/b r ô,j a m/b r ô,,,,689,,,
canelakraho-1236_foam-1,,canelakraho,1236_foam,j ə m/p r ô,j ə m/p r ô,,,,689,,,
gaviaopyhcopji-1236_foam-1,,gaviaopyhcopji,1236_foam,j ã m/p r uː,j ã m/p r uː,,,,689,,,
mebengokre-1292_ant-1,,mebengokre,1292_ant,m r ũ m,m r ũ m,,,,56,,,
apinaye-1292_ant-1,,apinaye,1292_ant,m r ũ m,m r ũ m,,,,56,,,
tapayuna-1292_ant-1,,tapayuna,1292_ant,r ũ w,r ũ w,,,,56,,,
canelakraho-1292_ant-1,,canelakraho,1292_ant,p r ũ m + r e,p r ũ m + r e,,,,56,,,
gaviaopyhcopji-1292_ant-1,,gaviaopyhcopji,1292_ant,p r õ̤ m + r e,p r õ̤ m + r e,,,,56,,,
apinaye-1397_sisterinlaw-1,,apinaye,1397_sisterinlaw,m/b r e + n/d i,m/b r e + n/d i,,,,1556,,,
apinaye-70_brotherinlaw-1,,apinaye,70_brotherinlaw,m/b r e + m/b y,m/b r e + m/b y,,,,258,,,
apinaye-532_fatherinlaw-1,,apinaye,532_fatherinlaw,m/b r e + ŋ/g ê t,m/b r e + ŋ/g ê t,,,,634,,,
apinaye-533_motherinlaw-1,,apinaye,533_motherinlaw,m/b r e + ŋ/g ê c,m/b r e + ŋ/g ê c,,,,1123,,,
canelakraho-1397_sisterinlaw-1,,canelakraho,1397_sisterinlaw,p r e j ê,p r e j ê,,,,1556,,,
canelakraho-1397_sisterinlaw-2,,canelakraho,1397_sisterinlaw,j ũ + p r e,j ũ + p r e,,,,1557,,,
canelakraho-70_brotherinlaw-1,,canelakraho,70_brotherinlaw,p r e j ê,p r e j ê,,,,258,,,
canelakraho-70_brotherinlaw-2,,canelakraho,70_brotherinlaw,j ũ + p r e,j ũ + p r e,,,,258,,,
canelakraho-532_fatherinlaw-1,,canelakraho,532_fatherinlaw,p r e + k ê t,p r e + k ê t,,,,634,,,
canelakraho-532_fatherinlaw-2,,canelakraho,532_fatherinlaw,j ũ + p r e + k ê t,j ũ + p r e + k ê t,,,,634,,,
canelakraho-533_motherinlaw-1,,canelakraho,533_motherinlaw,p r e + k ê,p r e + k ê,,,,1123,,,
canelakraho-533_motherinlaw-2,,canelakraho,533_motherinlaw,j ũ + p r e + k ê,j ũ + p r e + k ê,,,,1123,,,
gaviaopyhcopji-1397_sisterinlaw-1,,gaviaopyhcopji,1397_sisterinlaw,j õ̤ + p r eː,j õ̤ + p r eː,,,,1557,,,
gaviaopyhcopji-70_brotherinlaw-1,,gaviaopyhcopji,70_brotherinlaw,j õ̤ + p r eː,j õ̤ + p r eː,,,,258,,,
gaviaopyhcopji-532_fatherinlaw-1,,gaviaopyhcopji,532_fatherinlaw,j õ̤ + p r eː + k i t,j õ̤ + p r eː + k i t,,,,634,,,
gaviaopyhcopji-532_fatherinlaw-2,,gaviaopyhcopji,532_fatherinlaw,p r eː + k i t + j i,p r eː + k i t + j i,,,,634,,,
gaviaopyhcopji-533_motherinlaw-1,,gaviaopyhcopji,533_motherinlaw,j õ̤ + p r eː + k i j,j õ̤ + p r eː + k i j,,,,1123,,,
kisedje-532_fatherinlaw-1,,kisedje,532_fatherinlaw,t u + m/b r e + ŋ/g ê t,t u + m/b r e + ŋ/g ê t,,,,634,,,
mebengokre-1397_sisterinlaw-1,,mebengokre,1397_sisterinlaw,m r e,m r e,,,,1556,,,
mebengokre-1397_sisterinlaw-2,,mebengokre,1397_sisterinlaw,ĵ u + m r e,ĵ u + m r e,,,,1557,,,
mebengokre-70_brotherinlaw-1,,mebengokre,70_brotherinlaw,m r e,m r e,,,,258,,,
mebengokre-70_brotherinlaw-2,,mebengokre,70_brotherinlaw,ĵ u + m r e,ĵ u + m r e,,,,258,,,
mebengokre-532_fatherinlaw-1,,mebengokre,532_fatherinlaw,m r e + ŋ ê t,m r e + ŋ ê t,,,,634,,,
mebengokre-532_fatherinlaw-2,,mebengokre,532_fatherinlaw,ĵ u + m r e + ŋ ê t,ĵ u + m r e + ŋ ê t,,,,634,,,
mebengokre-533_motherinlaw-1,,mebengokre,533_motherinlaw,m r e + ŋ ê c,m r e + ŋ ê c,,,,1123,,,
mebengokre-533_motherinlaw-2,,mebengokre,533_motherinlaw,ĵ u + m r e + ŋ ê c,ĵ u + m r e + ŋ ê c,,,,1123,,,
parkateje-1397_sisterinlaw-1,,parkateje,1397_sisterinlaw,p r e,p r e,,,,1556,,,
parkateje-70_brotherinlaw-1,,parkateje,70_brotherinlaw,p r e,p r e,,,,258,,,
parkateje-532_fatherinlaw-1,,parkateje,532_fatherinlaw,p r e + k ê t,p r e + k ê t,,,,634,,,
mebengokre-1334_beeaspeciesof-1,,mebengokre,1334_beeaspeciesof,i m r ê + r e,i m r ê + r e,,,,168,,,
apinaye-1334_beeaspeciesof-1,,apinaye,1334_beeaspeciesof,ʔ i m/b r ê,ʔ i m/b r ê,,,,168,,,
kisedje-1334_beeaspeciesof-1,,kisedje,1334_beeaspeciesof,s i m/b r ê + c i,s i m/b r ê + c i,,,,168,,,
mebengokre-1182_gipsy-1,,mebengokre,1182_gipsy,m r ê k + k ə k,m r ê k + k ə k,,,,736,,,
apinaye-1486_seriematypeofbird-1,,apinaye,1486_seriematypeofbird,m/b r ê k + r e,m/b r ê k + r e,,,,1502,,,
canelakraho-1486_seriematypeofbird-1,,canelakraho,1486_seriematypeofbird,p j ê k,p j ê k,,,,1503,,,
gaviaopyhcopji-1486_seriematypeofbird-1,,gaviaopyhcopji,1486_seriematypeofbird,p j i k,p j i k,,,,1503,,,
mebengokre-355_red-1,,mebengokre,355_red,k a m r ê k,k a m r ê k,,,,1387,,,
apinaye-355_red-1,,apinaye,355_red,k a m/b r ê k,k a m/b r ê k,,,,1387,,,
kisedje-355_red-1,,kisedje,355_red,k a m/b r ê k,k a m/b r ê k,,,,1387,,,
tapayuna-355_red-1,,tapayuna,355_red,k a r ê k,k a r ê k,,,,1387,,,
parkateje-355_red-1,,parkateje,355_red,k a p r ê k,k a p r ê k,,,,1387,,,
parkateje-355_red-2,,parkateje,355_red,k a p r i k,k a p r i k,,,,1387,,,
parkateje-355_red-3,,parkateje,355_red,k a p r y k,k a p r y k,,,,1387,,,
canelakraho-355_red-1,,canelakraho,355_red,k a p r ê k,k a p r ê k,,,,1387,,,
gaviaopyhcopji-355_red-1,,gaviaopyhcopji,355_red,k a p r i k,k a p r i k,,,,1387,,,
mebengokre-1112_heron-1,,mebengokre,1112_heron,k a m r i,k a m r i,,,,841,,,
apinaye-1112_heron-1,,apinaye,1112_heron,k a m/b r i,k a m/b r i,,,,841,,,
tapayuna-1112_heron-1,,tapayuna,1112_heron,k a n r i,k a n r i,,,,841,,,
canelakraho-1112_heron-1,,canelakraho,1112_heron,k a p r î,k a p r î,,,,841,,,
canelakraho-1112_heron-2,,canelakraho,1112_heron,k a p r i,k a p r i,,,,841,,,
gaviaopyhcopji-1112_heron-1,,gaviaopyhcopji,1112_heron,k aː p r e,k aː p r e,,,,841,,,
mebengokre-473_walk-1,,mebengokre,473_walk,b a,b a,,,,1906,,,
apinaye-473_walk-1,,apinaye,473_walk,p a,p a,,,,1906,,,
kisedje-473_walk-1,,kisedje,473_walk,p a,p a,,,,1906,,,
tapayuna-473_walk-1,,tapayuna,473_walk,w a,w a,,,,1906,,,
parkateje-473_walk-1,,parkateje,473_walk,i + p a,i + p a,,,,1906,,,
canelakraho-473_walk-1,,canelakraho,473_walk,p a,p a,,,,1906,,,
gaviaopyhcopji-473_walk-1,,gaviaopyhcopji,473_walk,ẽ̤ j + p a,ẽ̤ j + p a,,,,1906,,,
mebengokre-269_live-1,,mebengokre,269_live,b a,b a,,,,1023,,,
apinaye-269_live-1,,apinaye,269_live,p a,p a,,,,1023,,,
kisedje-269_live-1,,kisedje,269_live,p a,p a,,,,1023,,,
tapayuna-269_live-1,,tapayuna,269_live,w a,w a,,,,1023,,,
parkateje-269_live-1,,parkateje,269_live,i + p a,i + p a,,,,1023,,,
canelakraho-269_live-1,,canelakraho,269_live,p a,p a,,,,1023,,,
gaviaopyhcopji-269_live-1,,gaviaopyhcopji,269_live,ẽ̤ j + p a,ẽ̤ j + p a,,,,1023,,,
mebengokre-935_cocograsscyperusrotundus-1,,mebengokre,935_cocograsscyperusrotundus,k a b a,k a b a,,,,378,,,
kisedje-935_cocograsscyperusrotundus-1,,kisedje,935_cocograsscyperusrotundus,k a p a,k a p a,,,,378,,,
canelakraho-935_cocograsscyperusrotundus-1,,canelakraho,935_cocograsscyperusrotundus,k a p a + r e,k a p a + r e,,,,378,,,
gaviaopyhcopji-935_cocograsscyperusrotundus-1,,gaviaopyhcopji,935_cocograsscyperusrotundus,k a p aː + r e,k a p aː + r e,,,,378,,,
gaviaopyhcopji-935_cocograsscyperusrotundus-2,,gaviaopyhcopji,935_cocograsscyperusrotundus,k a p aː + t e̤,k a p aː + t e̤,,,,378,,,
mebengokre-796_throwsingular-1,,mebengokre,796_throwsingular,k a b a,k a b a,,,,1798,,,
mebengokre-796_throwsingular-2,,mebengokre,796_throwsingular,k a ĵ ə r,k a ĵ ə r,,,,1799,,,
apinaye-796_throwsingular-1,,apinaye,796_throwsingular,k a p a,k a p a,,,,1798,,,
