id,doculect,concept,forms,lexstatid
3494,Tapayúna,SQUEEZE,j a n/d ɛ r,1439
3495,Parkatêjê,SQUEEZE,j a t ɛ,1439
3496,Parkatêjê,SQUEEZE,j a t ɛ n,1439
3497,Canela-Krahô,SQUEEZE,j a t ɛ,1439
3498,Canela-Krahô,SQUEEZE,j a t ɛ n,1439
3499,Gavião-Pyhcopji,SQUEEZE,j a t i,1439
3500,Gavião-Pyhcopji,SQUEEZE,j a t i n,1439
3501,Mẽbêngôkre,HOLD,p ɨ n ɛ,739
3502,Mẽbêngôkre,HOLD,p ɨ n ɛ ɲ,739
3503,Apinayé,HOLD,p ɨ n/d ɛ,739
3504,Apinayé,HOLD,p ɨ n/d ɛ ɲ,739
3505,Kĩsêdjê,HUG,w ɨ n/d ɛ,757
3506,Kĩsêdjê,HOLD,w ɨ n/d ɛ n,739
3507,Parkatêjê,HOLD,h + õ t ɛ,741
3508,Parkatêjê,HOLD,h + õ t ɛ n,741
3509,Gavião-Pyhcopji,HOLD,p ɜ̤ t i,739
3510,Gavião-Pyhcopji,HOLD,p ɜ̤ t i n,739
3511,Mẽbêngôkre,WOMAN,n i + r ɛ,1725
3512,Apinayé,WOMAN,n/d i,1722
3513,Kĩsêdjê,WOMAN,m ẽ + n/d i + j ɛ,1724
3514,Tapayúna,DAUGHTER,k r a + n/d i,414
3515,Parkatêjê,WIFE (ALIVE),n/t î,1711
3516,Parkatêjê,FEMALE,n/t î,556
3517,Canela-Krahô,VAGINA,t î,1641
3518,Gavião-Pyhcopji,GIRLS,m ẽ + n/t ɛ̤ j + k a t i + j i ,639
3519,Mẽbêngôkre,GET LAID,n ĩ,632
3520,Mẽbêngôkre,GET LAID,n ĩ ɲ,632
3521,Apinayé,GET LAID,n ĩ,632
3522,Apinayé,GET LAID,n ĩ ɲ,632
3523,Kĩsêdjê,GET LAID,n ĩ,632
3524,Kĩsêdjê,GET LAID,n ĩ n,632
3525,Parkatêjê,GET LAID,n ĩ,632
3526,Parkatêjê,GET LAID,n ĩ n,632
3527,Canela-Krahô,GET LAID,n ĩ,632
3528,Canela-Krahô,GET LAID,n ĩ n,632
3529,Gavião-Pyhcopji,GET LAID,n ẽ̤,632
3530,Gavião-Pyhcopji,GET LAID,n ẽ̤ n,632
3531,Mẽbêngôkre,ALL,k u n i,38
3532,Kĩsêdjê,ALL,k u n ĩ,38
3533,Tapayúna,ALL,k u n ĩ,38
3534,Parkatêjê,ALL,k u n ĩ n,38
3535,Canela-Krahô,ALL,k u n ẽ a,38
3536,Gavião-Pyhcopji,ALL,k ɔ̤ n ẽ̤,38
3537,Mẽbêngôkre,SHORT,j a d u j,1338
3538,Apinayé,SOON,ɔ + ʔ a t u j,1410
3539,Canela-Krahô,SHORT,j a t u j,1338
3540,Gavião-Pyhcopji,SHORT,j a t ɔ̤ s,1338
3541,Mẽbêngôkre,WING,j a r a,1717
3542,Apinayé,WING,j a r a,1717
3543,Kĩsêdjê,WING,j a r a,1717
3544,Tapayúna,WING,j a r a,1717
3545,Parkatêjê,WING,j a r a,1717
3546,Canela-Krahô,WING,j a r a,1717
3547,Gavião-Pyhcopji,WING,j a r aː,1717
3548,Mẽbêngôkre,ARMPIT,j a r a + k r ɛ,70
3549,Apinayé,ARMPIT,j a r a + k r ɛ,70
3550,Parkatêjê,ARMPIT,j a r + k r ɛ,70
3551,Canela-Krahô,ARMPIT,j a r a + kʰ r ɛ,70
3552,Gavião-Pyhcopji,ARMPIT,j a r aː + kʰ r ɛː,70
3553,Mẽbêngôkre,BEAT,k u r w a,152
3554,Mẽbêngôkre,BEAT,k u r w a ɲ,152
3555,Apinayé,BEAT,k u r a,152
3556,Apinayé,BEAT,k u r a ɲ,152
3557,Kĩsêdjê,BEAT,k u r a,152
3558,Tapayúna,BEAT,k u r a,152
3559,Parkatêjê,KILL,k ɔ r a,823
3560,Parkatêjê,BEAT,k ɔ r a n,152
3561,Canela-Krahô,KILL,k u r a,823
3562,Canela-Krahô,BEAT,k u r a n,152
3563,Gavião-Pyhcopji,BEAT,k ɔ̤ː r a,152
3564,Gavião-Pyhcopji,BEAT,k ɔ̤ː r a n,152
3565,Mẽbêngôkre,EVENING,p a r a,521
3566,Kĩsêdjê,EVENING,h w a r a,521
3567,Tapayúna,EVENING,h w a r a,521
3568,Tapayúna,EVENING,h w a r,521
3569,Gavião-Pyhcopji,EVENING,p a r a ʔ + k ɜ̃ m,521
3570,Mẽbêngôkre,DUSK,p a r a,475
3571,Kĩsêdjê,DUSK,h w a r a,475
3572,Tapayúna,DUSK,h w a r a,475
3573,Tapayúna,DUSK,h w a r,475
3574,Gavião-Pyhcopji,DUSK,p a r a ʔ + k ɜ̃ m,475
3575,Mẽbêngôkre,BIG,r a c,174
3576,Apinayé,BIG,r a c,174
3577,Canela-Krahô,BIG,r a t + t i,174
3578,Gavião-Pyhcopji,BIG,r a t,174
3579,Mẽbêngôkre,RED DEER,k a r ɜ,1215
3580,Apinayé,RED DEER,k a r ɜ,1215
3581,Kĩsêdjê,RED DEER,k a r ɜ,1215
3582,Parkatêjê,RED DEER,k a r ɜ j + r ɛ,1215
3583,Canela-Krahô,RED DEER,k a r ɜ,1215
3584,Gavião-Pyhcopji,RED DEER,k a r ɜ,1215
3585,Apinayé,SALIVA,j a + r ɜ,1276
3586,Tapayúna,SALIVA,j a + r ɜ,1276
3587,Parkatêjê,DROOLING,j a r a + r ɜ̂ + t i,464
3588,Canela-Krahô,SALIVA,j a r + r ɜ,1276
3589,Canela-Krahô,SALIVA,j a r i + r ɜ,1276
3590,Mẽbêngôkre,TORCH,r ɜ r ɜ,1592
3591,Parkatêjê,TORCH,r ɜ r,1592
3592,Canela-Krahô,TORCH,r ɜ r,1592
3593,Mẽbêngôkre,AROEIRA MIX,r ɜ m,74
3594,Apinayé,AROEIRA MIX,r ɜ m,74
3595,Kĩsêdjê,AROEIRA MIX,r ɔ m,74
3596,Parkatêjê,AROEIRA MIX,r ɜ m,74
3597,Canela-Krahô,AROEIRA MIX,r ɜ m,74
3598,Mẽbêngôkre,RESIN,r ɜ m,1227
3599,Apinayé,RESIN,r ɜ m,1227
3600,Kĩsêdjê,RESIN,r ɔ m,1227
3601,Parkatêjê,RESIN,r ɜ m,1227
3602,Canela-Krahô,RESIN,r ɜ m,1227
3603,Mẽbêngôkre,YELLOW,r ɜ r ɜ r,1744
3604,Apinayé,YELLOW,r ɜ r ɜ r,1744
3605,Kĩsêdjê,YELLOW,r ɜ r ɜ r,1744
3606,Parkatêjê,DAWN,a w + r ɜ r ɜ r,416
3607,Canela-Krahô,EARLY IN THE MORNING,r ɜː r ɜ,479
3608,Gavião-Pyhcopji,EARLY IN THE MORNING,r ɜː r ɜː,479
3609,Mẽbêngôkre,ORANGE,r ɜ r ɜ r,1046
3610,Apinayé,ORANGE,r ɜ r ɜ r,1046
3611,Kĩsêdjê,ORANGE,r ɜ r ɜ r,1046
3612,Mẽbêngôkre,SEEM,p ɨ r ɜ k,1313
3613,Apinayé,SEEM,p ɨ r ɜ k,1313
3614,Kĩsêdjê,SEEM,w ɨ r ɜ k,1313
3615,Parkatêjê,SEEM,p u r a k,1313
3616,Canela-Krahô,SEEM,p ɨ r ɜ k,1313
3617,Gavião-Pyhcopji,SEEM,p ɜ̤ r ɜ k,1313
3618,Mẽbêngôkre,FLOWER,r ɜ̃,590
3619,Apinayé,FLOWER,r ɜ̃,590
3620,Kĩsêdjê,FLOWER,r ɜ̃,590
3621,Tapayúna,FLOWER,r ɜ̃,590
3622,Parkatêjê,FLOWER,r ɜ̃,590
3623,Canela-Krahô,FLOWER,r ɜ̃,590
3624,Gavião-Pyhcopji,FLOWER,r ɜ̃,590
3625,Mẽbêngôkre,BABY FISH,t ɛ p + r ɜ̃ + r ɛ,98
3626,Apinayé,BABY FISH,rɜ̃,97
3627,Parkatêjê,BABY FISH,rɜ̃,97
3628,Mẽbêngôkre,THUNDER,r ɜ̃ r ɜ̃ k,1564
3629,Parkatêjê,STEP,r ɜ̃ r ɜ̃ k,1459
3630,Canela-Krahô,THUNDER,j ɜ w + r ɜ̃ː r ɜ̃ k,1564
3631,Gavião-Pyhcopji,THUNDER,r ɜ̃ː r ɜ̃ k,1564
3632,Mẽbêngôkre,ALREADY,a r ɜ̂ m,41
3633,Apinayé,ALREADY,r a,41
3634,Kĩsêdjê,ALREADY,a r ɜ̂,41
3635,Tapayúna,ALREADY,a r ɜ̂,41
3636,Parkatêjê,ALREADY,r ɜ̂,41
3637,Canela-Krahô,ALREADY,r ɜ̂,41
3638,Gavião-Pyhcopji,ALREADY,r ɨ ʔ + m ɜ̃,42
3639,Mẽbêngôkre,SMOOTH,k u r û,1387
3640,Apinayé,SMOOTH,k u r ɜ̂,1387
3641,Parkatêjê,SMOOTH,k u r ɜ̂,1387
3642,Canela-Krahô,SMOOTH,k u w r ɜ̂,1387
3643,Gavião-Pyhcopji,SMOOTH,k ɔ̤ː r ɨ,1387
3644,Mẽbêngôkre,LIGHT,k a r ɨ r,860
3645,Mẽbêngôkre,SKIN INFECTION,k a r ɨ r,1360
3646,Apinayé,BRIGHT,k a r ɜ̂ r,226
3647,Kĩsêdjê,TRANSPARENT,k a r ɨ r,1603
3648,Tapayúna,TRANSPARENT,k a r ɜ̂ r,1603
3649,Parkatêjê,BRIGHT,k a r ɨ r,226
3650,Mẽbêngôkre,LONG,r ɨ,899
3651,Apinayé,LONG,r ɨ,899
3652,Kĩsêdjê,LONG,r ɨ,899
3653,Tapayúna,LONG,r ɨ + c i + r ɛ,899
3654,Tapayúna,LONG,r ɨ k,899
3655,Canela-Krahô,LONG,r ɨ,899
3656,Gavião-Pyhcopji,LONG,r ɜ̤ː ʔ + t ɛ,899
3657,Mẽbêngôkre,ANACONDA,r ɔ + t i,45
3658,Apinayé,ANACONDA,r ɔ + t i,45
3659,Apinayé,ANACONDA,r ɔ ʔ + t i,45
3660,Kĩsêdjê,ANACONDA,r ɔ + c i,45
3661,Parkatêjê,ANACONDA,r ɔ + t i,45
3662,Canela-Krahô,ANACONDA,r ɔ ʔ + t i,45
3663,Gavião-Pyhcopji,ANACONDA,r ɔ ʔ + t ɛ,45
3664,Mẽbêngôkre,OUNCE,r ɔ p,1052
3665,Kĩsêdjê,OUNCE,r ɔ p,1052
3666,Tapayúna,OUNCE,r ɔ p,1052
3667,Parkatêjê,OUNCE,r ɔ p,1052
3668,Canela-Krahô,OUNCE,r ɔ p,1052
3669,Gavião-Pyhcopji,OUNCE,r ɔ p,1052
3670,Mẽbêngôkre,NASAL MUCUS,ɲ i j a r ɔ p,1002
3671,Apinayé,NASAL MUCUS,j a r ɔ p,1002
3672,Apinayé,NASAL MUCUS,ɲ i j a r ɔ p,1002
3673,Canela-Krahô,NASAL MUCUS,j ĩ j a r ɔ p,1002
3674,Gavião-Pyhcopji,NASAL MUCUS,j ɛ̤̃ j a r ɔ p,1002
3675,Mẽbêngôkre,WEAK,p r ɔ r,1682
3676,Apinayé,SLICE OF MEAT,ɲ i + p r ɔ r,1369
3677,Parkatêjê,THIN,p u r ɔ r + r ɛ,1544
3678,Canela-Krahô,THIN,p u r ɔ r,1544
3679,Gavião-Pyhcopji,THIN,p ɔ̤ r ɔː + r ɛ,1544
3680,Mẽbêngôkre,FRAIL,p r ɔ r,612
3681,Parkatêjê,THIN,p u r ɔ r + r ɛ,1544
3682,Canela-Krahô,THIN,p u r ɔ r,1544
3683,Gavião-Pyhcopji,THIN,p ɔ̤ r ɔː + r ɛ,1544
3684,Mẽbêngôkre,PALM TREE (ASTROCARYUM VULGARE),r ɔ ɲ,1073
3685,Apinayé,PALM TREE (CROCOMIA ACULEATA),r ɔ ɲ,1074
3686,Apinayé,PALM TREE (CROCOMIA ACULEATA),r õ ɲ,1074
3687,Parkatêjê,PALM TREE (ASTROCARYUM VULGARE),r ɔ n + t i,1073
3688,Canela-Krahô,PALM TREE (ASTROCARYUM VULGARE),r õ n + r ɛ,1073
3689,Canela-Krahô,PALM TREE (ASTROCARYUM VULGARE),r õ n + t i,1073
3690,Gavião-Pyhcopji,PALM TREE (CROCOMIA ACULEATA),r ɔ n + h ɜ k,1074
3691,Gavião-Pyhcopji,PALM TREE (CROCOMIA ACULEATA),r ɜ n + h ɜ k,1074
3692,Mẽbêngôkre,IMAGE,k a r õ,775
3693,Apinayé,IMAGE,k a r õ,775
3694,Kĩsêdjê,IMAGE,k a r õ,775
3695,Tapayúna,IMAGE,k a r õ,775
3696,Parkatêjê,IMAGE,k a r õ,775
3697,Canela-Krahô,IMAGE,k a r õ,775
3698,Gavião-Pyhcopji,IMAGE,k a r õː,775
3699,Mẽbêngôkre,SPIRIT,k a r õ,1434
3700,Apinayé,SPIRIT,k a r õ,1434
3701,Kĩsêdjê,SPIRIT,k a r õ,1434
3702,Tapayúna,SPIRIT,k a r õ,1434
3703,Parkatêjê,SPIRIT,k a r õ,1434
3704,Canela-Krahô,SPIRIT,k a r õ,1434
3705,Gavião-Pyhcopji,SPIRIT,k a r õː,1434
3706,Mẽbêngôkre,SNORE,k a r õ r õ,1401
3707,Apinayé,SNORE,k a r õ r õ,1401
3708,Tapayúna,SNORE,k a r õ r õ,1401
3709,Parkatêjê,SNORE,k a r õ r,1401
3710,Parkatêjê,SNORE,k a r õ r õ,1401
3711,Canela-Krahô,SNIFF,k a r õ r õ,1400
3712,Canela-Krahô,GRUNT,k a r õ r õ,681
3713,Gavião-Pyhcopji,SNORE,k a r õː r õː,1401
3714,Mẽbêngôkre,COCONUT,r õ n,333
3715,Apinayé,COCONUT,r õ r,333
3716,Parkatêjê,COCONUT,r õ + t i,333
3717,Mẽbêngôkre,PREGNANT,t u + j a r ɔ,1167
3718,Apinayé,PREGNANT,j a r ɔ,1167
3719,Apinayé,PREGNANT,t u + j a r ɔ,1167
3720,Apinayé,MOUNTAIN,a k r ɜ̃ + j a r ɔ,974
3721,Kĩsêdjê,PREGNANT,ṭ u + j a r ɔ,1167
3722,Parkatêjê,ARCHED,j a r ɔ,60
3723,Canela-Krahô,CURVED,j a r ɔ,387
3724,Gavião-Pyhcopji,CURVED,j a r uː + r ɛ,387
3725,Kĩsêdjê,FACE,ŋ/g ɛ r ɔ,529
3726,Parkatêjê,FACE,k r ɛ r ɔ,529
3727,Canela-Krahô,FACE,kʰ r ẽ r ɔ,529
3728,Gavião-Pyhcopji,FACE,kʰ r ɛ r u,529
3729,Mẽbêngôkre,TERMITE MOUND,r ɔ r ɔ,1536
3730,Apinayé,TERMITE MOUND,r ɔ r,1536
3731,Tapayúna,TERMITE MOUND,r ɔ r ɔ,1536
3732,Parkatêjê,TERMITE MOUND,r ɔ r,1536
3733,Canela-Krahô,TERMITE MOUND,r ɔ r,1536
3734,Canela-Krahô,TERMITE MOUND,r ɔ r ɔ t + r ɛ,1536
3735,Gavião-Pyhcopji,TERMITE MOUND,r uː r u t + r ɛ,1536
3736,Mẽbêngôkre,FALL,r ɔ r ɔ k,531
3737,Apinayé,FALL,r ɔ r ɔ k,531
3738,Parkatêjê,FISHING PLACE,r ɔ r ɔ k + c ɜ,579
3739,Canela-Krahô,FALL,r ɔ r ɔ k,531
3740,Gavião-Pyhcopji,FALL,r uː r u k,531
3741,Mẽbêngôkre,DESCEND,r ɔ r ɔ k,423
3742,Apinayé,DESCEND,r ɔ r ɔ k,423
3743,Canela-Krahô,DESCEND,r ɔ r ɔ k,423
3744,Gavião-Pyhcopji,DESCEND,r uː r u k,423
3745,Mẽbêngôkre,SQUEEZE,k a r ɔ t,1440
3746,Apinayé,STRIVE,karɔt,1483
3747,Canela-Krahô,STRIVE,karɔt,1483
3748,Mẽbêngôkre,EMBERBILL,c u r u r,503
3749,Apinayé,EMBERBILL,c ɔ r ɔ r + r ɛ,503
3750,Parkatêjê,EMBERBILL,c ɔ r ɔ r + t i,503
3751,Canela-Krahô,EMBERBILL,c ɔ r ɔ r ɔ + t i,503
3752,Mẽbêngôkre,DUMP,r u,474
3753,Apinayé,DUMP,r u,474
3754,Kĩsêdjê,DUMP,r u,474
3755,Tapayúna,DUMP,r u,474
3756,Parkatêjê,DUMP,r u,474
3757,Canela-Krahô,DUMP,r u,474
3758,Gavião-Pyhcopji,DUMP,r ɔ̤,474
3759,Mẽbêngôkre,POUR,r u ɲ,1162
3760,Apinayé,POUR,r u n,1162
3761,Kĩsêdjê,POUR,r u n,1162
3762,Tapayúna,POUR,r u j,1162
3763,Parkatêjê,POUR,r u r,1162
3764,Mẽbêngôkre,BIG,r ũ ɲ,175
3765,Apinayé,BIG,r ũ ɲ,175
3766,Parkatêjê,BIG,r ũ n + t i,175
3767,Gavião-Pyhcopji,BIG,r õ̤ n,175
3768,Mẽbêngôkre,RIB,r w ɜ̂ + ʔ i,1231
3769,Apinayé,RIB,v r ɜ̂,1231
3770,Apinayé,RIB,v r ɨ + ʔ i,1231
3771,Canela-Krahô,RIB,j i + w r ɜ̂ ʔ + h i,1233
3772,Mẽbêngôkre,DESCEND,r û,427
3773,Mẽbêngôkre,DESCEND,r w ɜ̂,424
3774,Mẽbêngôkre,DESCEND,r w ɜ̂ k,424
3775,Apinayé,DESCEND,v r ɜ̂,426
3776,Apinayé,DESCEND,v r ɜ̂ k,426
3777,Kĩsêdjê,DESCEND,r w ɜ̂,424
3778,Kĩsêdjê,DESCEND,r w ɜ̂ k,424
3779,Tapayúna,DESCEND,r w ɜ̂,424
3780,Tapayúna,DESCEND,r w ɜ̂ t,424
3781,Parkatêjê,RAIN (NOUN),a + w r ɜ̂,1202
3782,Parkatêjê,WINTER,a + w r ɜ̂,1719
3783,Canela-Krahô,DESCEND,w r ɜ̂,426
3784,Gavião-Pyhcopji,RAIN (VERB),r ɨ,1203
3785,Mẽbêngôkre,ABANDON,ɲ i + r ɛ,16
3786,Mẽbêngôkre,ABANDON,ɲ i + r ɛ r,16
3787,Apinayé,ABANDON,r ɛ,15
3788,Parkatêjê,FLOAT DOWN,r ɛ,585
3789,Parkatêjê,ABANDON,r ɛ n,15
3790,Canela-Krahô,ABANDON,r ɛ,15
3791,Parkatêjê,SURPASS,r ɛ,1494
3792,Mẽbêngôkre,STRAIGHT,k a j + r ɛ r,1477
3793,Parkatêjê,STRAIGHT,k a j + r ɛ r,1477
3794,Canela-Krahô,STRAIGHT,k a j + r ɛ r + t i,1477
3795,Mẽbêngôkre,SOFT,r ɛ r ɛ k,1404
3796,Apinayé,SOFT,r ɛ r ɛ k,1404
3797,Apinayé,SOFT,r ɛ r ɛ,1404
3798,Kĩsêdjê,QUAGMIRE,a + r ɛ r ɛ k,1195
3799,Parkatêjê,SOFT,r ɛ r ɛ k,1404
3800,Canela-Krahô,SOFT,r ɛ r ɛ k,1404
3801,Gavião-Pyhcopji,SOFT,r ɛː r ɛ k,1404
3802,Mẽbêngôkre,MEAT BEHIND THE RIBS,r ɛ r ɛ k,942
3803,Apinayé,MEAT BEHIND THE RIBS,r ɛ r ɛ k,942
3804,Apinayé,MEAT BEHIND THE RIBS,r ɛ r ɛ,942
3805,Parkatêjê,MEAT BEHIND THE RIBS,r ɛ r ɛ k,942
3806,Canela-Krahô,MEAT BEHIND THE RIBS,r ɛ r ɛ k,942
3807,Gavião-Pyhcopji,MEAT BEHIND THE RIBS,r ɛː r ɛ k,942
3808,Mẽbêngôkre,THROW (PLURAL),r ẽ,1561
3809,Mẽbêngôkre,THROW (PLURAL),r ẽ ɲ,1561
3810,Apinayé,THROW (PLURAL),r ẽ,1561
3811,Apinayé,THROW (PLURAL),r ẽ ɲ,1561
3812,Kĩsêdjê,THROW (PLURAL),r ẽ,1561
3813,Kĩsêdjê,THROW (PLURAL),r ẽ n,1561
3814,Tapayúna,THROW (PLURAL),r ẽ,1561
3815,Tapayúna,THROW (PLURAL),r ẽ j,1561
3816,Parkatêjê,THROW (PLURAL),r ẽ,1561
3817,Parkatêjê,THROW (PLURAL),r ẽ n,1561
3818,Canela-Krahô,THROW (PLURAL),r ẽ,1561
3819,Canela-Krahô,THROW (PLURAL),r ẽ n,1561
3820,Gavião-Pyhcopji,THROW (PLURAL),r ẽ,1561
3821,Gavião-Pyhcopji,THROW (PLURAL),r ẽ n,1561
3822,Mẽbêngôkre,TELL,j a r ẽ,1533
3823,Mẽbêngôkre,TELL,j a r ẽ ɲ,1533
3824,Apinayé,TELL,j a r ẽ,1533
3825,Apinayé,TELL,j a r ẽ ɲ,1533
3826,Kĩsêdjê,TELL,j a r ẽ,1533
3827,Kĩsêdjê,TELL,j a r ẽ n,1533
3828,Tapayúna,TELL,j a r ẽ,1533
3829,Tapayúna,TELL,j a r ẽ j,1533
3830,Parkatêjê,TELL,j a r ẽ,1533
3831,Parkatêjê,TELL,j a r ẽ n,1533
3832,Canela-Krahô,TELL,j a r ẽ,1533
3833,Canela-Krahô,TELL,j a r ẽ n,1533
3834,Gavião-Pyhcopji,TELL,j ãː r ẽ,1533
3835,Gavião-Pyhcopji,TELL,j ãː r ẽ n,1533
3836,Mẽbêngôkre,GET SEXUALLY AROUSED,k u r ẽ,633
3837,Apinayé,GET SEXUALLY AROUSED,k u r ẽ,633
3838,Apinayé,GET SEXUALLY AROUSED,k u r ẽ ɲ,633
3839,Parkatêjê,GET SEXUALLY AROUSED,k u r ɛ,633
3840,Parkatêjê,GET SEXUALLY AROUSED,k u r ɛ n,633
3841,Canela-Krahô,GET SEXUALLY AROUSED,k u r ẽ,633
3842,Gavião-Pyhcopji,GET SEXUALLY AROUSED,k ɔ̤ː r ẽ,633
3843,Mẽbêngôkre,SWIM,r ɛ,1506
3844,Apinayé,SWIM,r ɛ,1506
3845,Kĩsêdjê,SWIM,r ɛ,1506
3846,Tapayúna,SWIM,r ɛ,1506
3847,Parkatêjê,SWIM,r ɛ,1506
3848,Canela-Krahô,SWIM,r ɛ,1506
3849,Gavião-Pyhcopji,SWIM,r iː,1506
3850,Mẽbêngôkre,CROSS,r ɛ r,374
3851,Kĩsêdjê,CROSS,r ɛ r,374
3852,Tapayúna,CROSS,r ɛ r,374
3853,Parkatêjê,CROSS,r ɛ r,374
3854,Canela-Krahô,CROSS,r ɛ r,374
3855,Mẽbêngôkre,SOURCE,j a r ɛ,1418
3856,Apinayé,SOURCE,j a r ɛ,1418
3857,Tapayúna,SOURCE,j a r ɛ,1418
3858,Parkatêjê,SOURCE,j a r ɛ,1418
3859,Canela-Krahô,SOURCE,j a r ɛ,1418
3860,Gavião-Pyhcopji,SOURCE,j a r iː,1418
3861,Mẽbêngôkre,DIG UP (SINGULAR),j a r ɛ,433
3862,Mẽbêngôkre,DIG UP (SINGULAR),j a r ɛ ɲ,433
3863,Apinayé,DIG UP (SINGULAR),j a r ɛ,433
3864,Apinayé,DIG UP (SINGULAR),j a r ɛ ɲ,433
3865,Kĩsêdjê,DIG UP (SINGULAR),j a r ɛ,433
3866,Kĩsêdjê,DIG UP (SINGULAR),j a r ɛ n,433
3867,Parkatêjê,DIG UP (SINGULAR),j a r ɛ,433
3868,Parkatêjê,DIG UP (SINGULAR),j a r ɛ n,433
3869,Canela-Krahô,DIG UP (SINGULAR),j a r ɛ,433
3870,Canela-Krahô,DIG UP (SINGULAR),j a r ɛ n,433
3871,Gavião-Pyhcopji,DIG UP (SINGULAR),j aː r i,433
3872,Gavião-Pyhcopji,DIG UP (SINGULAR),j aː r i n,433
3873,Mẽbêngôkre,WEED,k a r ɛ,1687
3874,Mẽbêngôkre,WEED,k a r ɛ r,1687
3875,Apinayé,WEED,k a r ɛ,1687
3876,Tapayúna,WEED,k a h r ɛ,1687
3877,Tapayúna,WEED,k a h r ɛ h r ɛ,1687
3878,Parkatêjê,WEED,k a r ɛ,1687
3879,Parkatêjê,WEED,k a r ɛ r,1687
3880,Canela-Krahô,WEED,k a r ɛ,1687
3881,Canela-Krahô,WEED,k a r ɛ r,1687
3882,Gavião-Pyhcopji,WEED,k aː r i,1687
3883,Mẽbêngôkre,DO NOT LIKE,k u r ɛ,446
3884,Apinayé,DO NOT LIKE,k u r ɛ,446
3885,Parkatêjê,DO NOT LIKE,k u r ɛ,446
3886,Canela-Krahô,DO NOT LIKE,k u r ɛ,446
3887,Gavião-Pyhcopji,DO NOT LIKE,k ɔ̤ r i,446
3888,Mẽbêngôkre,SMOKE,k a r i ɲ + ɔ,1383
3889,Apinayé,SMOKE,k a r ɛ n,1383
3890,Kĩsêdjê,SMOKE,k a r ɛ n,1383
3891,Tapayúna,SMOKE,k a r ɛ t,1383
3892,Gavião-Pyhcopji,SMOKE,k a r i n,1383
3893,Mẽbêngôkre,LOCATIVE,r i,895
3894,Apinayé,LOCATIVE,r i,895
3895,Kĩsêdjê,LOCATIVE,r i,895
3896,Tapayúna,IN THE MIDDLE,ɲ ĩ h ɔ k + r i,778
3897,Parkatêjê,WHERE,j õ + r ĩ,1695
3898,Canela-Krahô,LOCATIVE,r i,895
3899,Gavião-Pyhcopji,LOCATIVE,r ɛ,895
3900,Mẽbêngôkre,LOOK,r ĩ t,900
3901,Apinayé,LOOK,r ĩ t,900
3902,Kĩsêdjê,LOOK,r i t,900
3903,Tapayúna,LOOK,r i t,900
3904,Parkatêjê,LOOK,r ĩ t,900
3905,Canela-Krahô,LOOK,r ĩ t,900
3906,Gavião-Pyhcopji,LOOK,r ɛ̤̃ t,900
3907,Mẽbêngôkre,JUMP,j a r ĩ,816
3908,Apinayé,JUMP,j a r ĩ,816
3909,Kĩsêdjê,JUMP,j a r ĩ,816
3910,Parkatêjê,JUMP,j a r ĩ,816
3911,Gavião-Pyhcopji,JUMP,j ãː r ɛ̤̃,816
3912,Mẽbêngôkre,RISE,j a r ĩ,1244
3913,Apinayé,RISE,j a r ĩ,1244
3914,Kĩsêdjê,RISE,j a r ĩ,1244
3915,Parkatêjê,RISE,j a r ĩ n,1244
3916,Parkatêjê,RISE,j a r ĩ,1244
3917,Canela-Krahô,RISE,j a r ĩ,1244
3918,Gavião-Pyhcopji,RISE,j ãː r ɛ̤̃,1244
3919,Mẽbêngôkre,FOR NOTHING,a r ĩ k,604
3920,Apinayé,STAY,a r ĩ k,1455
3921,Kĩsêdjê,STAY,a r ĩ ŋ,1455
3922,Kĩsêdjê,ANY,a r ĩ ŋ,58
3923,Parkatêjê,STAY,a r ĩ k,1455
3924,Canela-Krahô,CALM,k a r ĩ k,256
3925,Gavião-Pyhcopji,CALM,k aː r ɛ̤̃ k,256
3926,Gavião-Pyhcopji,ABANDONED,aː r ɛ̤̃ k + r ɛ,19
3927,Apinayé,REMAIN,c ɜ r ĩ k,1222
3928,Mẽbêngôkre,BE HANGING (PLURAL),a r î,138
3929,Apinayé,NET,a r î + c ɜ,1013
3930,Kĩsêdjê,BE HANGING (PLURAL),j a r î,138
3931,Parkatêjê,NET,a r î + c ɜ,1013
3932,Canela-Krahô,BE HANGING (PLURAL),j a r î,138
3933,Gavião-Pyhcopji,BE HANGING (PLURAL),j a r ɛ̤ j,138
3934,Mẽbêngôkre,XEXEU,p ɛ j ɜ + t i,1739
3935,Apinayé,XEXEU,p ɛ ɜ + t i,1739
3936,Tapayúna,XEXEU,h w ɛ t ɜ + c i,1739
3937,Parkatêjê,XEXEU,p ɛ h ɜ + t i,1739
3938,Canela-Krahô,XEXEU,p ɛ h ɜ + t i,1739
3939,Gavião-Pyhcopji,XEXEU,p iː h ɜː + r ɛ,1739
3940,Apinayé,BASKET,k a v ɜ,127
3941,Kĩsêdjê,BASKET,k ɔ s ɜ,127
3942,Tapayúna,BASKET,k u t ɜ,127
3943,Parkatêjê,BASKET,k ɜ h ɜ,127
3944,Canela-Krahô,BASKET,kʰ ɜ h ɜ,127
3945,Gavião-Pyhcopji,BASKET,kʰ ɜː h ɜː,127
3946,Mẽbêngôkre,EMBARRASSED,p i j a ɜ m,500
3947,Apinayé,EMBARRASSED,p i j a ɜ m,500
